1343,não
571,mais
565,como
307,também
306,já
291,ontem
279,ainda
217,quando
216,só
208,depois
191,muito
172,onde
158,agora
152,hoje
134,apenas
133,antes
109,sempre
102,bem
90,que
82,cerca_de
82,assim
79,quase
77,mesmo
76,enquanto
67,mais_de
64,através
62,nunca
58,até
57,tão
56,no_entanto
54,aqui
52,pouco
47,aí
46,lá
44,por_exemplo
40,menos
39,logo
38,talvez
38,é_que
37,então
35,pelo_menos
33,nem
32,de_acordo
30,porém
30,entretanto
29,sobretudo
29,junto
29,anteontem
29,ali
28,é
28,amanhã
28,aliás
27,foi
26,mal
25,bastante
24,já_não
23,longe
22,tanto
22,recentemente
22,de_facto
21,tarde
21,ao_mesmo_tempo
21,actualmente
20,sim
20,ou_seja
18,nomeadamente
17,totalmente
17,praticamente
17,por_outro_lado
17,finalmente
17,em_causa
16,principalmente
16,pela_primeira_vez
16,bem_como
15,um_pouco
15,tal_como
15,claro
14,sequer
14,melhor
14,imediatamente
14,afinal
13,primeiro
13,por_vezes
13,igualmente
13,em_conta
13,de_novo
12,pois
12,mais_uma_vez
12,etc.
12,especialmente
12,contudo
12,certamente
11,simplesmente
11,realmente
11,provavelmente
11,portanto
11,porque
11,ora
11,normalmente
11,muitas_vezes
11,mais_ou_menos
10,politicamente
10,nem_sequer
10,em_particular
10,demais
10,de_fora
10,completamente
10,às_vezes
10,aparentemente
9,por_que
9,oficialmente
9,em_vigor
9,directamente
9,devidamente
9,desde_logo
9,cedo
9,cada_vez_mais
9,cá
8,uma_vez
8,respectivamente
8,rapidamente
8,quanto
8,obviamente
8,não_só
8,justamente
8,inclusive
8,exclusivamente
8,eventualmente
8,em_geral
8,em_breve
8,diariamente
8,de_volta
8,demasiado
8,de_imediato
8,conforme
8,atrás
8,ainda_assim
7,precisamente
7,por_si
7,por_enquanto
7,pessoalmente
7,perfeitamente
7,particularmente
7,para_já
7,nada
7,jamais
7,inicialmente
7,infelizmente
7,geralmente
7,fortemente
7,fora
7,em_casa
7,desta_vez
7,de_fato
7,claramente
7,anualmente
7,a_longo_prazo
6,ser
6,senão
6,segundo
6,propriamente
6,por_um_lado
6,por_sua_vez
6,porquê
6,por_fim
6,outra_vez
6,novamente
6,era
6,em_seguida
